query_id,doc_id,relevance,score,topic,term1,term2,relatedness_level
q_000409,d_000783,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,debt,spending,high
q_000410,d_000053,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,debt crisis,austerity measures,high
q_000410,d_000191,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,debt crisis,debt swap,high
q_000410,d_000286,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,debt crisis,europe,high
q_000410,d_000374,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,debt crisis,harsh austerity,high
q_000410,d_000774,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,debt crisis,social support,high
q_000410,d_000778,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,debt crisis,sovereign default,high
q_000410,d_000844,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,debt crisis,troika,high
q_000411,d_000053,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,debt level,austerity measures,high
q_000411,d_000088,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,debt level,budget,high
q_000411,d_000471,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,debt level,loan,high
q_000411,d_000774,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,debt level,social support,high
q_000411,d_000777,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,debt level,sovereign debt,high
q_000411,d_000783,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,debt level,spending,high
q_000412,d_000053,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,debt restructure agreement,austerity measures,high
q_000412,d_000191,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,debt restructure agreement,debt swap,high
q_000412,d_000249,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,debt restructure agreement,economy,high
q_000412,d_000374,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,debt restructure agreement,harsh austerity,high
q_000412,d_000777,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,debt restructure agreement,sovereign debt,high
q_000412,d_000778,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,debt restructure agreement,sovereign default,high
q_000414,d_000053,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,debts,austerity measures,high
q_000415,d_000839,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,decent work,trades unions,high
q_000416,d_000481,0.7,0.7,a mandatory retirement age should be used,decline with age,mandatory retirement age,high
q_000417,d_000273,0.9,0.9,endangered species should be protected,deep ecologists,endangered species,high
q_000418,d_000273,0.8,0.8,endangered species should be protected,deep ecology,endangered species,high
q_000419,d_000323,0.7,0.7,it is sometimes right for the government to restrict freedom of speech,defamation,free speech fights,high
q_000419,d_000326,1.0,1.0,it is sometimes right for the government to restrict freedom of speech,defamation,freedom of speech,high
q_000419,d_000764,1.0,1.0,it is sometimes right for the government to restrict freedom of speech,defamation,slander,high
q_000420,d_000326,1.0,1.0,it is sometimes right for the government to restrict freedom of speech,defamation laws,freedom of speech,high
q_000421,d_000326,0.9,0.9,it is sometimes right for the government to restrict freedom of speech,defamatory,freedom of speech,high
q_000422,d_000791,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,defending state,states,high
q_000423,d_000791,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,defending states,states,high
q_000425,d_000082,0.9,0.9,boxing should be banned,defensive style,boxing,high
q_000427,d_000053,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit,austerity measures,high
q_000427,d_000088,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit,budget,high
q_000427,d_000692,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit,recession,high
q_000427,d_000777,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit,sovereign debt,high
q_000429,d_000053,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit spending,austerity measures,high
q_000429,d_000088,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit spending,budget,high
q_000429,d_000192,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit spending,debts,high
q_000429,d_000728,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit spending,savings,high
q_000429,d_000783,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,deficit spending,spending,high
q_000430,d_000610,0.7,0.7,a mandatory retirement age should be used,defined benefit,pension schemes,high
q_000437,d_000046,0.9,0.9,atheism is the only way,deities exist,atheism,high
q_000438,d_000839,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,delegates,trades unions,high
q_000440,d_000082,0.9,0.9,boxing should be banned,dementia pugilistica,boxing,high
q_000441,d_000863,1.0,1.0,us should re-engage myanmar,democracy,us,high
q_000442,d_000095,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,democratic national committee,candidates,high
q_000442,d_000258,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,democratic national committee,elections,high
q_000443,d_000207,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,democratic party,democratic governments,high
q_000444,d_000577,0.8,0.8,the one-child policy of china is justified,demographic,one child policy,high
q_000445,d_000117,0.7,0.7,education should be funded using a voucher scheme,department of education,childcare voucher scheme,high
q_000445,d_000250,1.0,1.0,education should be funded using a voucher scheme,department of education,education,high
q_000445,d_000883,0.8,0.8,education should be funded using a voucher scheme,department of education,voucher scheme,high
q_000448,d_000273,1.0,1.0,endangered species should be protected,destruction of habitat,endangered species,high
q_000448,d_000392,0.8,0.8,endangered species should be protected,destruction of habitat,human,high
q_000449,d_000560,1.0,1.0,all nations have a right to nuclear weapons,deterrence,nuclear weapons,high
q_000449,d_000560,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,deterrence,nuclear weapons,high
q_000450,d_000536,0.9,0.9,all nations have a right to nuclear weapons,developing nuclear weapons,nations,high
q_000450,d_000560,1.0,1.0,all nations have a right to nuclear weapons,developing nuclear weapons,nuclear weapons,high
q_000450,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,developing nuclear weapons,nuclear weapons,high
q_000452,d_000341,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,diagnosis,genetic screening,high
q_000452,d_000378,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,diagnosis,heritable diseases,high
q_000452,d_000737,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,diagnosis,screening test,high
q_000452,d_000830,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,diagnosis,test results,high
q_000457,d_000460,0.8,0.8,the leaking of military documents by anat kamm is justified,disclosure,leaking,high
q_000458,d_000009,0.8,0.8,the use of affirmative action is justified,discourse of race,affirmative action,high
q_000459,d_000151,0.9,0.9,congressional earmarks should be abolished,discretionary spending,congressional earmarks,high
q_000460,d_000009,1.0,1.0,the use of affirmative action is justified,discrimination,affirmative action,high
q_000460,d_000013,1.0,1.0,a mandatory retirement age should be used,discrimination,ageist,high
q_000460,d_000464,0.7,0.7,the use of affirmative action is justified,discrimination,level playing field,high
q_000460,d_000676,1.0,1.0,the use of affirmative action is justified,discrimination,racial differences,high
q_000461,d_000009,1.0,1.0,the use of affirmative action is justified,discrimination against women,affirmative action,high
q_000462,d_000009,1.0,1.0,the use of affirmative action is justified,discrimination in employment,affirmative action,high
q_000465,d_000880,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,disenfranchise,voters,high
q_000466,d_000880,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,disenfranchised,voters,high
q_000467,d_000341,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,disorders,genetic screening,high
q_000467,d_000378,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,disorders,heritable diseases,high
q_000468,d_000714,1.0,1.0,the right to asylum should not be absolute,displaced people,right to asylum,high
q_000469,d_000273,0.7,0.7,endangered species should be protected,diversity,endangered species,high
q_000469,d_000370,0.9,0.9,endangered species should be protected,diversity,habitat loss,high
q_000471,d_000314,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,dna,fetuses,high
q_000471,d_000341,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,dna,genetic screening,high
q_000471,d_000378,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,dna,heritable diseases,high
q_000471,d_000595,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,dna,parents,high
q_000472,d_000023,0.9,0.9,the leaking of military documents by anat kamm is justified,documents,anat kamm,high
q_000472,d_000135,0.8,0.8,the leaking of military documents by anat kamm is justified,documents,classified,high
q_000472,d_000504,1.0,1.0,the leaking of military documents by anat kamm is justified,documents,military documents,high
q_000472,d_000889,0.7,0.7,the leaking of military documents by anat kamm is justified,documents,war logs,high
q_000473,d_000391,0.9,0.9,housewives should be paid for their work,domestic work,housewives,high
q_000473,d_000431,0.7,0.7,housewives should be paid for their work,domestic work,jobs,high
q_000473,d_000909,1.0,1.0,housewives should be paid for their work,domestic work,work,high
q_000474,d_000314,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,donor eggs,fetuses,high
q_000474,d_000595,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,donor eggs,parents,high
q_000475,d_000047,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,doping,athlete,high
q_000475,d_000387,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,doping,hormone,high
q_000475,d_000388,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,doping,hormones,high
q_000475,d_000654,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,doping,professional sports,high
q_000476,d_000560,0.8,0.8,the us is justified in using force to prevent states from acquiring nuclear weapons,dprk,nuclear weapons,high
q_000477,d_000503,0.9,0.9,national service should be reintroduced,draft,military conscription,high
q_000477,d_000533,1.0,1.0,national service should be reintroduced,draft,national service,high
q_000478,d_000533,0.9,0.9,national service should be reintroduced,draft dodgers,national service,high
q_000479,d_000533,1.0,1.0,national service should be reintroduced,draft law,national service,high
q_000480,d_000533,0.9,0.9,national service should be reintroduced,draft registration,national service,high
q_000481,d_000232,0.9,0.9,national service should be reintroduced,drafted,draft dodgers,high
q_000481,d_000505,0.9,0.9,national service should be reintroduced,drafted,military training,high
q_000481,d_000533,1.0,1.0,national service should be reintroduced,drafted,national service,high
q_000482,d_000533,0.9,0.9,national service should be reintroduced,draftees,national service,high
q_000483,d_000388,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,drug,hormones,high
q_000483,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drug,performance enhancing drugs,high
q_000483,d_000654,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,drug,professional sports,high
q_000483,d_000730,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,drug,schedule iii,high
q_000483,d_000816,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drug,systematic doping,high
q_000484,d_000005,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,drug abuse,abuse potential,high
q_000484,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drug abuse,performance enhancing drugs,high
q_000485,d_000025,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drugs,androgenic steroids,high
q_000485,d_000388,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drugs,hormones,high
q_000485,d_000510,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drugs,mitchell report,high
q_000485,d_000612,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drugs,performance enhancing drugs,high
q_000485,d_000639,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,drugs,prescription,high
q_000485,d_000654,0.9,0.9,the use of performance enhancing drugs in professional sports should be permitted,drugs,professional sports,high
q_000485,d_000679,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drugs,random testing,high
q_000485,d_000805,1.0,1.0,the use of performance enhancing drugs in professional sports should be permitted,drugs,substance dependence,high
q_000487,d_000515,1.0,1.0,the monarchy should be abolished,duchess of cornwall,monarchy,high
q_000488,d_000515,1.0,1.0,the monarchy should be abolished,duke of york,monarchy,high
q_000492,d_000151,1.0,1.0,congressional earmarks should be abolished,earmark,congressional earmarks,high
q_000495,d_000028,1.0,1.0,exploitation of the antarctic continent should be ceased,east antarctica,antarctic continent,high
q_000495,d_000708,0.7,0.7,exploitation of the antarctic continent should be ceased,east antarctica,research stations,high
q_000497,d_000612,0.8,0.8,the use of performance enhancing drugs in professional sports should be permitted,east german athlete,performance enhancing drugs,high
q_000497,d_000654,0.7,0.7,the use of performance enhancing drugs in professional sports should be permitted,east german athlete,professional sports,high
q_000497,d_000816,0.7,0.7,the use of performance enhancing drugs in professional sports should be permitted,east german athlete,systematic doping,high
q_000500,d_000273,0.8,0.8,endangered species should be protected,ecological,endangered species,high
q_000501,d_000273,0.9,0.9,endangered species should be protected,ecologists,endangered species,high
q_000502,d_000273,0.8,0.8,endangered species should be protected,ecology,endangered species,high
q_000503,d_000018,0.7,0.7,the american jobs act should be passed,economic,american jobs act,high
q_000503,d_000248,1.0,1.0,housewives should be paid for their work,economic,economic success,high
q_000507,d_000516,0.8,0.8,housewives should be paid for their work,economics,monetary,high
q_000507,d_000909,0.7,0.7,housewives should be paid for their work,economics,work,high
q_000509,d_000018,0.8,0.8,the american jobs act should be passed,economy,american jobs act,high
q_000509,d_000053,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,economy,austerity measures,high
q_000509,d_000774,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,economy,social support,high
q_000510,d_000244,1.0,1.0,endangered species should be protected,ecosystem,ecologists,high
q_000510,d_000245,1.0,1.0,endangered species should be protected,ecosystem,ecology,high
q_000510,d_000273,0.8,0.8,endangered species should be protected,ecosystem,endangered species,high
q_000511,d_000273,0.8,0.8,endangered species should be protected,ecosystem services,endangered species,high
q_000512,d_000273,0.8,0.8,endangered species should be protected,ecosystems,endangered species,high
q_000513,d_000037,0.7,0.7,the school leaving age should be raised to 18,education,apprenticeship,high
q_000513,d_000118,0.8,0.8,year round schooling should be introduced,education,children,high
q_000513,d_000136,0.9,0.9,the school leaving age should be raised to 18,education,classroom,high
q_000513,d_000250,1.0,1.0,education should be funded using a voucher scheme,education,education,high
q_000513,d_000472,1.0,1.0,education should be funded using a voucher scheme,education,local public schools,high
q_000513,d_000473,0.8,0.8,education should be funded using a voucher scheme,education,local school district,high
q_000513,d_000733,0.9,0.9,the school leaving age should be raised to 18,education,school leaving age,high
q_000513,d_000883,0.9,0.9,education should be funded using a voucher scheme,education,voucher scheme,high
q_000513,d_000914,1.0,1.0,year round schooling should be introduced,education,year round schooling,high
q_000514,d_000118,0.7,0.7,the school leaving age should be raised to 18,educational,children,high
q_000514,d_000136,0.7,0.7,the school leaving age should be raised to 18,educational,classroom,high
q_000514,d_000914,0.8,0.8,year round schooling should be introduced,educational,year round schooling,high
q_000515,d_000118,0.7,0.7,the school leaving age should be raised to 18,educational psychology,children,high
q_000516,d_000515,1.0,1.0,the monarchy should be abolished,edward viii,monarchy,high
q_000518,d_000481,0.7,0.7,a mandatory retirement age should be used,effects of aging,mandatory retirement age,high
q_000519,d_000020,0.8,0.8,states should not subsidize the growing of tobacco,effects of smoking,american tobacco,high
q_000520,d_000314,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,egg,fetuses,high
q_000522,d_000058,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,election,ballot paper,high
q_000522,d_000095,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,election,candidates,high
q_000522,d_000095,0.9,0.9,opinion polls harm the democratic process,election,candidates,high
q_000522,d_000207,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,election,democratic governments,high
q_000522,d_000210,1.0,1.0,opinion polls harm the democratic process,election,democratic process,high
q_000522,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,election,elections,high
q_000522,d_000291,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,election,exhaustive ballot,high
q_000522,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,election,open primaries,high
q_000522,d_000584,0.8,0.8,opinion polls harm the democratic process,election,opinion poll,high
q_000522,d_000585,0.8,0.8,opinion polls harm the democratic process,election,opinion polls,high
q_000522,d_000628,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,election,polling station,high
q_000522,d_000641,1.0,1.0,opinion polls harm the democratic process,election,presidential election,high
q_000522,d_000807,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,election,super tuesday,high
q_000522,d_000880,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,election,voters,high
q_000522,d_000908,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,election,won,high
q_000525,d_000309,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,election fraud,federal elections,high
q_000525,d_000397,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,election fraud,identification,high
q_000525,d_000880,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,election fraud,voters,high
q_000526,d_000210,0.9,0.9,opinion polls harm the democratic process,election results,democratic process,high
q_000527,d_000015,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,elections,alternative vote,high
q_000527,d_000094,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,elections,candidate is eliminated,high
q_000527,d_000095,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,elections,candidates,high
q_000527,d_000207,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,elections,democratic governments,high
q_000527,d_000208,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,elections,democratic national committee,high
q_000527,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,elections,elections,high
q_000527,d_000309,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,elections,federal elections,high
q_000527,d_000568,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,elections,observers,high
q_000527,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,elections,open primaries,high
q_000527,d_000628,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,elections,polling station,high
q_000527,d_000705,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,elections,republican party,high
q_000527,d_000880,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,elections,voters,high
q_000527,d_000882,0.9,0.9,open primaries are the most effective method of selecting candidates for elections,elections,voting system criteria,high
q_000528,d_000515,1.0,1.0,the monarchy should be abolished,elective monarchies,monarchy,high
q_000529,d_000515,1.0,1.0,the monarchy should be abolished,elective monarchy,monarchy,high
q_000530,d_000095,0.7,0.7,open primaries are the most effective method of selecting candidates for elections,electoral,candidates,high
q_000530,d_000258,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,electoral,elections,high
q_000531,d_000568,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,electoral fraud,observers,high
q_000531,d_000618,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,electoral fraud,photo identification,high
q_000531,d_000628,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,electoral fraud,polling station,high
q_000531,d_000880,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,electoral fraud,voters,high
q_000532,d_000277,1.0,1.0,wind power should be a primary focus of future energy supply,electrical,energy supply,high
q_000532,d_000903,0.7,0.7,wind power should be a primary focus of future energy supply,electrical,wind power,high
q_000533,d_000277,1.0,1.0,wind power should be a primary focus of future energy supply,electricity,energy supply,high
q_000533,d_000701,1.0,1.0,wind power should be a primary focus of future energy supply,electricity,renewable energy technologies,high
q_000533,d_000902,1.0,1.0,wind power should be a primary focus of future energy supply,electricity,wind energy projects,high
q_000533,d_000903,0.9,0.9,wind power should be a primary focus of future energy supply,electricity,wind power,high
q_000534,d_000277,0.9,0.9,wind power should be a primary focus of future energy supply,electricity generation,energy supply,high
q_000534,d_000903,0.8,0.8,wind power should be a primary focus of future energy supply,electricity generation,wind power,high
q_000535,d_000277,0.9,0.9,wind power should be a primary focus of future energy supply,electricity production,energy supply,high
q_000535,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,electricity production,wind power,high
q_000536,d_000628,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,electronic voting machines,polling station,high
q_000536,d_000880,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,electronic voting machines,voters,high
q_000537,d_000880,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,eligible,voters,high
q_000538,d_000023,0.8,0.8,the leaking of military documents by anat kamm is justified,ellsberg and russo,anat kamm,high
q_000538,d_000460,1.0,1.0,the leaking of military documents by anat kamm is justified,ellsberg and russo,leaking,high
q_000538,d_000504,0.7,0.7,the leaking of military documents by anat kamm is justified,ellsberg and russo,military documents,high
q_000539,d_000086,0.8,0.8,bribery is sometimes acceptable,embezzlement,bribery,high
q_000539,d_000647,0.7,0.7,bribery is sometimes acceptable,embezzlement,private gain,high
q_000540,d_000229,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,dna,high
q_000540,d_000230,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,donor eggs,high
q_000540,d_000254,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,egg,high
q_000540,d_000314,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,fetuses,high
q_000540,d_000341,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,genetic screening,high
q_000540,d_000378,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,heritable diseases,high
q_000540,d_000483,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,maternal,high
q_000540,d_000484,0.7,0.7,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,maternal serum,high
q_000540,d_000595,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,parents,high
q_000540,d_000637,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,prenatal testing,high
q_000540,d_000868,0.9,0.9,parents should be allowed to genetically screen fetuses for heritable diseases,embryo,uterus,high
q_000541,d_000314,0.8,0.8,parents should be allowed to genetically screen fetuses for heritable diseases,embryo transfer,fetuses,high
q_000543,d_000140,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,employers,collective bargaining rights,high
q_000544,d_000140,0.7,0.7,all collective bargaining rights claimed by trades unions should be abolished,employers and workers,collective bargaining rights,high
q_000544,d_000839,0.9,0.9,all collective bargaining rights claimed by trades unions should be abolished,employers and workers,trades unions,high
q_000545,d_000018,1.0,1.0,the american jobs act should be passed,employment,american jobs act,high
q_000545,d_000481,0.9,0.9,a mandatory retirement age should be used,employment,mandatory retirement age,high
q_000546,d_000009,1.0,1.0,the use of affirmative action is justified,employment opportunity,affirmative action,high
q_000547,d_000009,1.0,1.0,the use of affirmative action is justified,employment opportunity commission,affirmative action,high
q_000551,d_000273,1.0,1.0,endangered species should be protected,endangered species act,endangered species,high
q_000554,d_000277,1.0,1.0,wind power should be a primary focus of future energy supply,energy,energy supply,high
q_000554,d_000532,0.9,0.9,wind power should be a primary focus of future energy supply,energy,national renewable energy,high
q_000554,d_000560,0.9,0.9,all nations have a right to nuclear weapons,energy,nuclear weapons,high
q_000554,d_000635,1.0,1.0,wind power should be a primary focus of future energy supply,energy,power stations,high
q_000554,d_000887,0.9,0.9,wind power should be a primary focus of future energy supply,energy,walney wind farm,high
q_000554,d_000903,1.0,1.0,wind power should be a primary focus of future energy supply,energy,wind power,high
q_000555,d_000277,0.8,0.8,wind power should be a primary focus of future energy supply,energy policy act,energy supply,high
q_000555,d_000701,0.9,0.9,wind power should be a primary focus of future energy supply,energy policy act,renewable energy technologies,high
q_000555,d_000903,0.8,0.8,wind power should be a primary focus of future energy supply,energy policy act,wind power,high
q_000556,d_000277,1.0,1.0,wind power should be a primary focus of future energy supply,energy sources,energy supply,high
q_000556,d_000903,0.9,0.9,wind power should be a primary focus of future energy supply,energy sources,wind power,high
q_000558,d_000714,0.9,0.9,the right to asylum should not be absolute,enforcement immigration officers,right to asylum,high
q_000559,d_000515,1.0,1.0,the monarchy should be abolished,england,monarchy,high
q_000560,d_000515,0.9,0.9,the monarchy should be abolished,england and scotland,monarchy,high
q_000561,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,enriched uranium,nuclear weapons,high
q_000562,d_000875,0.7,0.7,the sale of violent video games to minors should be banned,entertainment software,violent video games,high
q_000563,d_000684,1.0,1.0,the sale of violent video games to minors should be banned,entertainment software rating,rating board,high
q_000563,d_000685,1.0,1.0,the sale of violent video games to minors should be banned,entertainment software rating,rating board esrb,high
q_000563,d_000875,0.9,0.9,the sale of violent video games to minors should be banned,entertainment software rating,violent video games,high
q_000564,d_000032,1.0,1.0,states should not subsidize the growing of tobacco,environmental tobacco smoke,anti smoking movement,high
q_000564,d_000683,0.9,0.9,states should not subsidize the growing of tobacco,environmental tobacco smoke,rates of smoking,high
q_000564,d_000770,0.9,0.9,states should not subsidize the growing of tobacco,environmental tobacco smoke,smoking rates,high
q_000565,d_000009,0.7,0.7,the use of affirmative action is justified,equal,affirmative action,high
q_000566,d_000009,1.0,1.0,the use of affirmative action is justified,equal employment opportunity,affirmative action,high
q_000566,d_000430,0.9,0.9,the use of affirmative action is justified,equal employment opportunity,jim crow,high
q_000566,d_000500,0.9,0.9,the use of affirmative action is justified,equal employment opportunity,mexican american,high
q_000567,d_000009,1.0,1.0,the use of affirmative action is justified,equal opportunity,affirmative action,high
q_000568,d_000009,1.0,1.0,the use of affirmative action is justified,equality,affirmative action,high
q_000569,d_000009,1.0,1.0,the use of affirmative action is justified,equality of opportunity,affirmative action,high
q_000569,d_000513,0.7,0.7,the use of affirmative action is justified,equality of opportunity,modern symbolic prejudice,high
q_000570,d_000009,0.8,0.8,the use of affirmative action is justified,equality of outcome,affirmative action,high
q_000570,d_000270,0.8,0.8,the use of affirmative action is justified,equality of outcome,employment opportunity commission,high
q_000570,d_000464,0.7,0.7,the use of affirmative action is justified,equality of outcome,level playing field,high
q_000572,d_000774,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,esping andersen,social support,high
q_000573,d_000023,0.7,0.7,the leaking of military documents by anat kamm is justified,espionage,anat kamm,high
q_000573,d_000460,0.9,0.9,the leaking of military documents by anat kamm is justified,espionage,leaking,high
q_000573,d_000504,0.7,0.7,the leaking of military documents by anat kamm is justified,espionage,military documents,high
q_000574,d_000504,1.0,1.0,the leaking of military documents by anat kamm is justified,espionage act,military documents,high
q_000577,d_000009,0.9,0.9,the use of affirmative action is justified,ethnicity,affirmative action,high
q_000581,d_000192,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,european central bank,debts,high
q_000581,d_000286,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,european central bank,europe,high
q_000581,d_000471,0.8,0.8,europe should weaken its austerity measures to guarantee its citizens greater social support,european central bank,loan,high
q_000582,d_000515,1.0,1.0,the monarchy should be abolished,european monarchies,monarchy,high
q_000583,d_000192,0.7,0.7,europe should weaken its austerity measures to guarantee its citizens greater social support,eurozone,debts,high
q_000583,d_000286,1.0,1.0,europe should weaken its austerity measures to guarantee its citizens greater social support,eurozone,europe,high
q_000583,d_000343,0.9,0.9,europe should weaken its austerity measures to guarantee its citizens greater social support,eurozone,germany,high
q_000588,d_000413,0.7,0.7,intellectual property rights should be abolished,exclusive rights,intellectual property rights,high
q_000590,d_000533,0.7,0.7,national service should be reintroduced,exempt,national service,high
